pokemon_id,pokemon_name,base_attack,base_defense,base_stamina,tipo,subtipo,imagen
288,Vigoroth,159,145,190,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20230319130403/Vigoroth_icono_HOME.png/48px-Vigoroth_icono_HOME.png
289,Slaking,290,166,284,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3b/latest/20230319131725/Slaking_icono_HOME.png/48px-Slaking_icono_HOME.png
290,Nincada,80,126,104,Bug,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/38/latest/20230319125930/Nincada_icono_HOME.png/48px-Nincada_icono_HOME.png
291,Ninjask,199,112,156,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/55/latest/20230319131413/Ninjask_icono_HOME.png/48px-Ninjask_icono_HOME.png
292,Shedinja,153,73,1,Bug,Ghost,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/17/latest/20230319130908/Shedinja_icono_HOME.png/48px-Shedinja_icono_HOME.png
293,Whismur,92,42,162,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/27/latest/20230319125135/Whismur_icono_HOME.png/48px-Whismur_icono_HOME.png
294,Loudred,134,81,197,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9c/latest/20230319124553/Loudred_icono_HOME.png/48px-Loudred_icono_HOME.png
295,Exploud,179,137,232,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/13/latest/20230319132427/Exploud_icono_HOME.png/48px-Exploud_icono_HOME.png
296,Makuhita,99,54,176,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230319131327/Makuhita_icono_HOME.png/48px-Makuhita_icono_HOME.png
297,Hariyama,209,114,302,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20230319124750/Hariyama_icono_HOME.png/48px-Hariyama_icono_HOME.png
298,Azurill,36,71,137,Normal,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3f/latest/20230319132611/Azurill_icono_HOME.png/48px-Azurill_icono_HOME.png
299,Nosepass,82,215,102,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20230319124958/Nosepass_icono_HOME.png/48px-Nosepass_icono_HOME.png
300,Skitty,84,79,137,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/34/latest/20230319130925/Skitty_icono_HOME.png/48px-Skitty_icono_HOME.png
301,Delcatty,132,127,172,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9f/latest/20230319131245/Delcatty_icono_HOME.png/48px-Delcatty_icono_HOME.png
302,Sableye,141,136,137,Dark,Ghost,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bc/latest/20230319131909/Sableye_icono_HOME.png/48px-Sableye_icono_HOME.png
303,Mawile,155,141,137,Steel,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fa/latest/20230319132842/Mawile_icono_HOME.png/48px-Mawile_icono_HOME.png
304,Aron,121,141,137,Steel,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/04/latest/20230319125626/Aron_icono_HOME.png/48px-Aron_icono_HOME.png
305,Lairon,158,198,155,Steel,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20230319132224/Lairon_icono_HOME.png/48px-Lairon_icono_HOME.png
306,Aggron,198,257,172,Steel,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a5/latest/20230319125118/Aggron_icono_HOME.png/48px-Aggron_icono_HOME.png
307,Meditite,78,107,102,Fighting,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/22/latest/20230319124901/Meditite_icono_HOME.png/48px-Meditite_icono_HOME.png
308,Medicham,121,152,155,Fighting,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9b/latest/20230319131736/Medicham_icono_HOME.png/48px-Medicham_icono_HOME.png
309,Electrike,123,78,120,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/27/latest/20230319125820/Electrike_icono_HOME.png/48px-Electrike_icono_HOME.png
310,Manectric,215,127,172,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/00/latest/20230319132134/Manectric_icono_HOME.png/48px-Manectric_icono_HOME.png
311,Plusle,167,129,155,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5c/latest/20230319124651/Plusle_icono_HOME.png/48px-Plusle_icono_HOME.png
312,Minun,147,150,155,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20230319125429/Minun_icono_HOME.png/48px-Minun_icono_HOME.png
313,Volbeat,143,166,163,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/34/latest/20230319131521/Volbeat_icono_HOME.png/48px-Volbeat_icono_HOME.png
314,Illumise,143,166,163,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20230319130849/Illumise_icono_HOME.png/48px-Illumise_icono_HOME.png
315,Roselia,186,131,137,Grass,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/06/latest/20230319132734/Roselia_icono_HOME.png/48px-Roselia_icono_HOME.png
316,Gulpin,80,99,172,Poison,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a8/latest/20230319130420/Gulpin_icono_HOME.png/48px-Gulpin_icono_HOME.png
317,Swalot,140,159,225,Poison,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9e/latest/20230319131223/Swalot_icono_HOME.png/48px-Swalot_icono_HOME.png
318,Carvanha,171,39,128,Water,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9d/latest/20230319130515/Carvanha_icono_HOME.png/48px-Carvanha_icono_HOME.png
319,Sharpedo,243,83,172,Water,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4d/latest/20230319132205/Sharpedo_icono_HOME.png/48px-Sharpedo_icono_HOME.png
320,Wailmer,136,68,277,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20230319125007/Wailmer_icono_HOME.png/48px-Wailmer_icono_HOME.png
321,Wailord,175,87,347,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/ff/latest/20230319131624/Wailord_icono_HOME.png/48px-Wailord_icono_HOME.png
322,Numel,119,79,155,Fire,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b2/latest/20230319131523/Numel_icono_HOME.png/48px-Numel_icono_HOME.png
323,Camerupt,194,136,172,Fire,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/23/latest/20230319125235/Camerupt_icono_HOME.png/48px-Camerupt_icono_HOME.png
324,Torkoal,151,203,172,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/57/latest/20230319124259/Torkoal_icono_HOME.png/48px-Torkoal_icono_HOME.png
325,Spoink,125,122,155,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/db/latest/20230319125150/Spoink_icono_HOME.png/48px-Spoink_icono_HOME.png
326,Grumpig,171,188,190,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20230319125225/Grumpig_icono_HOME.png/48px-Grumpig_icono_HOME.png
327,Spinda,116,116,155,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20230319125252/Spinda_icono_HOME.png/48px-Spinda_icono_HOME.png
328,Trapinch,162,78,128,Ground,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8a/latest/20231230143724/Trapinch_icono_HOME.png/48px-Trapinch_icono_HOME.png
329,Vibrava,134,99,137,Ground,Dragon,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20231230143602/Vibrava_icono_HOME.png/48px-Vibrava_icono_HOME.png
330,Flygon,205,168,190,Ground,Dragon,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/de/latest/20230319131940/Flygon_icono_HOME.png/48px-Flygon_icono_HOME.png
331,Cacnea,156,74,137,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f0/latest/20230319130304/Cacnea_icono_HOME.png/48px-Cacnea_icono_HOME.png
332,Cacturne,221,115,172,Grass,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5a/latest/20230319130213/Cacturne_icono_HOME.png/48px-Cacturne_icono_HOME.png
333,Swablu,76,132,128,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20230319130306/Swablu_icono_HOME.png/48px-Swablu_icono_HOME.png
334,Altaria,141,201,181,Dragon,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20230319132535/Altaria_icono_HOME.png/48px-Altaria_icono_HOME.png
335,Zangoose,222,124,177,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8a/latest/20230319132459/Zangoose_icono_HOME.png/48px-Zangoose_icono_HOME.png
336,Seviper,196,118,177,Poison,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b9/latest/20230319130806/Seviper_icono_HOME.png/48px-Seviper_icono_HOME.png
337,Lunatone,178,153,207,Rock,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/89/latest/20230319132826/Lunatone_icono_HOME.png/48px-Lunatone_icono_HOME.png
338,Solrock,178,153,207,Rock,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20230319131559/Solrock_icono_HOME.png/48px-Solrock_icono_HOME.png
339,Barboach,93,82,137,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20230319131656/Barboach_icono_HOME.png/48px-Barboach_icono_HOME.png
340,Whiscash,151,141,242,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/45/latest/20230319132556/Whiscash_icono_HOME.png/48px-Whiscash_icono_HOME.png
341,Corphish,141,99,125,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20230319125541/Corphish_icono_HOME.png/48px-Corphish_icono_HOME.png
342,Crawdaunt,224,142,160,Water,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/54/latest/20230319125715/Crawdaunt_icono_HOME.png/48px-Crawdaunt_icono_HOME.png
343,Baltoy,77,124,120,Ground,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/27/latest/20230319124402/Baltoy_icono_HOME.png/48px-Baltoy_icono_HOME.png
344,Claydol,140,229,155,Ground,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/69/latest/20230319132644/Claydol_icono_HOME.png/48px-Claydol_icono_HOME.png
345,Lileep,105,150,165,Rock,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bc/latest/20230319130635/Lileep_icono_HOME.png/48px-Lileep_icono_HOME.png
346,Cradily,152,194,200,Rock,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2b/latest/20230319124538/Cradily_icono_HOME.png/48px-Cradily_icono_HOME.png
347,Anorith,176,100,128,Rock,Bug,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/73/latest/20230319130033/Anorith_icono_HOME.png/48px-Anorith_icono_HOME.png
348,Armaldo,222,174,181,Rock,Bug,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20230319124813/Armaldo_icono_HOME.png/48px-Armaldo_icono_HOME.png
349,Feebas,29,85,85,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/42/latest/20230319131955/Feebas_icono_HOME.png/48px-Feebas_icono_HOME.png
350,Milotic,192,219,216,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f2/latest/20230319124256/Milotic_icono_HOME.png/48px-Milotic_icono_HOME.png
351,Castform,139,139,172,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20230319125849/Castform_icono_HOME.png/48px-Castform_icono_HOME.png
352,Kecleon,161,189,155,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/71/latest/20230319132421/Kecleon_icono_HOME.png/48px-Kecleon_icono_HOME.png
353,Shuppet,138,65,127,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/96/latest/20230319125003/Shuppet_icono_HOME.png/48px-Shuppet_icono_HOME.png
354,Banette,218,126,162,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ec/latest/20230319132520/Banette_icono_HOME.png/48px-Banette_icono_HOME.png
355,Duskull,70,162,85,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/02/latest/20230917181250/Duskull_icono_HOME.png/48px-Duskull_icono_HOME.png
356,Dusclops,124,234,120,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/af/latest/20230917181258/Dusclops_icono_HOME.png/48px-Dusclops_icono_HOME.png
357,Tropius,136,163,223,Grass,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b6/latest/20230319130116/Tropius_icono_HOME.png/48px-Tropius_icono_HOME.png
358,Chimecho,175,170,181,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20230917181236/Chimecho_icono_HOME.png/48px-Chimecho_icono_HOME.png
359,Absol,246,120,163,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/05/latest/20230319124839/Absol_icono_HOME.png/48px-Absol_icono_HOME.png
360,Wynaut,41,86,216,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230319124452/Wynaut_icono_HOME.png/48px-Wynaut_icono_HOME.png
361,Snorunt,95,95,137,Ice,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bc/latest/20230319124448/Snorunt_icono_HOME.png/48px-Snorunt_icono_HOME.png
362,Glalie,162,162,190,Ice,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20230319132804/Glalie_icono_HOME.png/48px-Glalie_icono_HOME.png
363,Spheal,95,90,172,Ice,Water,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/06/latest/20230319125155/Spheal_icono_HOME.png/48px-Spheal_icono_HOME.png
364,Sealeo,137,132,207,Ice,Water,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c1/latest/20230319130329/Sealeo_icono_HOME.png/48px-Sealeo_icono_HOME.png
365,Walrein,182,176,242,Ice,Water,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20230319131917/Walrein_icono_HOME.png/48px-Walrein_icono_HOME.png
366,Clamperl,133,135,111,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fa/latest/20230319131304/Clamperl_icono_HOME.png/48px-Clamperl_icono_HOME.png
367,Huntail,197,179,146,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b7/latest/20230319130555/Huntail_icono_HOME.png/48px-Huntail_icono_HOME.png
368,Gorebyss,211,179,146,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f5/latest/20230319125558/Gorebyss_icono_HOME.png/48px-Gorebyss_icono_HOME.png
369,Relicanth,162,203,225,Water,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4f/latest/20230319132438/Relicanth_icono_HOME.png/48px-Relicanth_icono_HOME.png
370,Luvdisc,81,128,125,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fe/latest/20230319132724/Luvdisc_icono_HOME.png/48px-Luvdisc_icono_HOME.png
371,Bagon,134,93,128,Dragon,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/dd/latest/20230319125220/Bagon_icono_HOME.png/48px-Bagon_icono_HOME.png
372,Shelgon,172,155,163,Dragon,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b4/latest/20230319131230/Shelgon_icono_HOME.png/48px-Shelgon_icono_HOME.png
373,Salamence,277,168,216,Dragon,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/64/latest/20230319132317/Salamence_icono_HOME.png/48px-Salamence_icono_HOME.png
374,Beldum,96,132,120,Steel,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/39/latest/20231230143522/Beldum_icono_HOME.png/48px-Beldum_icono_HOME.png
375,Metang,138,176,155,Steel,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/00/latest/20231230143621/Metang_icono_HOME.png/48px-Metang_icono_HOME.png
376,Metagross,257,228,190,Steel,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/93/latest/20230319125317/Metagross_icono_HOME.png/48px-Metagross_icono_HOME.png
377,Regirock,179,309,190,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/55/latest/20231230143530/Regirock_icono_HOME.png/48px-Regirock_icono_HOME.png
378,Regice,179,309,190,Ice,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c3/latest/20231230143556/Regice_icono_HOME.png/48px-Regice_icono_HOME.png
379,Registeel,143,285,190,Steel,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ec/latest/20230319125033/Registeel_icono_HOME.png/48px-Registeel_icono_HOME.png
380,Latias,228,246,190,Dragon,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cd/latest/20231230143647/Latias_icono_HOME.png/48px-Latias_icono_HOME.png
381,Latios,268,212,190,Dragon,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/84/latest/20230319125412/Latios_icono_HOME.png/48px-Latios_icono_HOME.png
382,Kyogre,270,228,205,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3a/latest/20230319124946/Kyogre_icono_HOME.png/48px-Kyogre_icono_HOME.png
383,Groudon,270,228,205,Ground,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e3/latest/20230319132537/Groudon_icono_HOME.png/48px-Groudon_icono_HOME.png
384,Rayquaza,284,170,213,Dragon,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/95/latest/20230319131121/Rayquaza_icono_HOME.png/48px-Rayquaza_icono_HOME.png
385,Jirachi,210,210,225,Steel,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6b/latest/20230917181256/Jirachi_icono_HOME.png/48px-Jirachi_icono_HOME.png
386,Deoxys,414,46,137,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e1/latest/20231230143732/Deoxys_icono_HOME.png/48px-Deoxys_icono_HOME.png
387,Turtwig,119,110,146,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/43/latest/20230319131316/Turtwig_icono_HOME.png/48px-Turtwig_icono_HOME.png
388,Grotle,157,143,181,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bc/latest/20230319124334/Grotle_icono_HOME.png/48px-Grotle_icono_HOME.png
389,Torterra,202,188,216,Grass,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/62/latest/20230319130517/Torterra_icono_HOME.png/48px-Torterra_icono_HOME.png
390,Chimchar,113,86,127,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c8/latest/20230319130621/Chimchar_icono_HOME.png/48px-Chimchar_icono_HOME.png
391,Monferno,158,105,162,Fire,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ed/latest/20230917181224/Monferno_icono_HOME.png/48px-Monferno_icono_HOME.png
392,Infernape,222,151,183,Fire,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20230319124604/Infernape_icono_HOME.png/48px-Infernape_icono_HOME.png
393,Piplup,112,102,142,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20230319131447/Piplup_icono_HOME.png/48px-Piplup_icono_HOME.png
394,Prinplup,150,139,162,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20230319124636/Prinplup_icono_HOME.png/48px-Prinplup_icono_HOME.png
395,Empoleon,210,186,197,Water,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/69/latest/20230319131820/Empoleon_icono_HOME.png/48px-Empoleon_icono_HOME.png
396,Starly,101,58,120,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b2/latest/20230319124446/Starly_icono_HOME.png/48px-Starly_icono_HOME.png
397,Staravia,142,94,146,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f3/latest/20230319124818/Staravia_icono_HOME.png/48px-Staravia_icono_HOME.png
398,Staraptor,234,140,198,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b3/latest/20230319131824/Staraptor_icono_HOME.png/48px-Staraptor_icono_HOME.png
399,Bidoof,80,73,153,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9f/latest/20230319131046/Bidoof_icono_HOME.png/48px-Bidoof_icono_HOME.png
400,Bibarel,162,119,188,Normal,Water,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/75/latest/20230319124950/Bibarel_icono_HOME.png/48px-Bibarel_icono_HOME.png
401,Kricketot,45,74,114,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/36/latest/20230319130208/Kricketot_icono_HOME.png/48px-Kricketot_icono_HOME.png
402,Kricketune,160,100,184,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20230319130923/Kricketune_icono_HOME.png/48px-Kricketune_icono_HOME.png
403,Shinx,117,64,128,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20230319124336/Shinx_icono_HOME.png/48px-Shinx_icono_HOME.png
404,Luxio,159,95,155,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/60/latest/20230319131626/Luxio_icono_HOME.png/48px-Luxio_icono_HOME.png
405,Luxray,232,156,190,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20230319125035/Luxray_icono_HOME.png/48px-Luxray_icono_HOME.png
406,Budew,91,109,120,Grass,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e5/latest/20230319131527/Budew_icono_HOME.png/48px-Budew_icono_HOME.png
407,Roserade,243,185,155,Grass,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20230319125244/Roserade_icono_HOME.png/48px-Roserade_icono_HOME.png
408,Cranidos,218,71,167,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20231230143630/Cranidos_icono_HOME.png/48px-Cranidos_icono_HOME.png
409,Rampardos,295,109,219,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20231230143536/Rampardos_icono_HOME.png/48px-Rampardos_icono_HOME.png
410,Shieldon,76,195,102,Rock,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c3/latest/20231230143722/Shieldon_icono_HOME.png/48px-Shieldon_icono_HOME.png
411,Bastiodon,94,286,155,Rock,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8f/latest/20231230143730/Bastiodon_icono_HOME.png/48px-Bastiodon_icono_HOME.png
412,Burmy,53,83,120,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/44/latest/20230319130857/Burmy_planta_icono_HOME.png/48px-Burmy_planta_icono_HOME.png
413,Wormadam,141,180,155,Bug,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8f/latest/20230319130543/Wormadam_planta_icono_HOME.png/48px-Wormadam_planta_icono_HOME.png
414,Mothim,185,98,172,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20230319131934/Mothim_icono_HOME.png/48px-Mothim_icono_HOME.png
415,Combee,59,83,102,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f8/latest/20230319130103/Combee_icono_HOME.png/48px-Combee_icono_HOME.png
416,Vespiquen,149,190,172,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/29/latest/20230319125406/Vespiquen_icono_HOME.png/48px-Vespiquen_icono_HOME.png
417,Pachirisu,94,172,155,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fd/latest/20230319131436/Pachirisu_icono_HOME.png/48px-Pachirisu_icono_HOME.png
418,Buizel,132,67,146,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b8/latest/20230319124708/Buizel_icono_HOME.png/48px-Buizel_icono_HOME.png
419,Floatzel,221,114,198,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20230319132615/Floatzel_icono_HOME.png/48px-Floatzel_icono_HOME.png
420,Cherubi,108,92,128,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7e/latest/20230319125250/Cherubi_icono_HOME.png/48px-Cherubi_icono_HOME.png
421,Cherrim,170,153,172,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/36/latest/20230319125438/Cherrim_encapotado_icono_HOME.png/48px-Cherrim_encapotado_icono_HOME.png
422,Shellos,103,105,183,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/42/latest/20230319130953/Shellos_oeste_icono_HOME.png/48px-Shellos_oeste_icono_HOME.png
423,Gastrodon,169,143,244,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20230319125905/Gastrodon_oeste_icono_HOME.png/48px-Gastrodon_oeste_icono_HOME.png
424,Ambipom,205,143,181,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bb/latest/20230319124226/Ambipom_icono_HOME.png/48px-Ambipom_icono_HOME.png
425,Drifloon,117,80,207,Ghost,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f1/latest/20230319130405/Drifloon_icono_HOME.png/48px-Drifloon_icono_HOME.png
426,Drifblim,180,102,312,Ghost,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/db/latest/20230319131236/Drifblim_icono_HOME.png/48px-Drifblim_icono_HOME.png
427,Buneary,130,105,146,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/05/latest/20230319124222/Buneary_icono_HOME.png/48px-Buneary_icono_HOME.png
428,Lopunny,156,194,163,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a8/latest/20230319130200/Lopunny_icono_HOME.png/48px-Lopunny_icono_HOME.png
429,Mismagius,211,187,155,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b4/latest/20230319132650/Mismagius_icono_HOME.png/48px-Mismagius_icono_HOME.png
430,Honchkrow,243,103,225,Dark,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f1/latest/20230319131643/Honchkrow_icono_HOME.png/48px-Honchkrow_icono_HOME.png
431,Glameow,109,82,135,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e3/latest/20230319130227/Glameow_icono_HOME.png/48px-Glameow_icono_HOME.png
432,Purugly,172,133,174,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/25/latest/20230319131149/Purugly_icono_HOME.png/48px-Purugly_icono_HOME.png
